,DealNumber,AcquirorCUSIP,TargetCUSIP,TargetPublicStatus,ofSharesAcq,seekingtoownaftertrans,PercentofSharesHeldatAnnoun,OwnedAfterTransaction,edate,AcquirorFullName,TargetName,AcquirorPrimarySICCode,TargetPrimarySICCode,ValueofTransactionmil,Form,ConsiderationStructure,ConsidStructureDescription,NumberofBidders,Attitude,SharePricePaidbyAcquirorfort,OfferPricetoTargetStockPricet,Z,dealno,carwindow1_acq,carwindow2_acq,carwindow3_acq,carwindow4_acq,carwindow5_acq,carwindow6_acq,carwindow5_tar,carwindow4_tar,carwindow3_tar,carwindow2_tar,carwindow1_tar,acqprem1,acqprem2,gvkey_a,cusip8_comp_a,datadate_compu_a,cusip_compu_a,conm_compu_a,at_a,intan_a,re_a,sale_a,xad_a,xrd_a,costat_compu_a,sic_compu_a,ipodate_compu_a,ebit_ta_a,mktcap_a,dep_ta_a,rd_ta_a,mdr_a,fa_ta_a,mb_a,bdr_a,abs_a,unabs_a,pot_a,gvkey_t,cusip8_comp_t,datadate_compu_t,cusip_compu_t,conm_compu_t,at_t,re_t,sale_t,xad_t,xrd_t,costat_compu_t,ebit_ta_t,mktcap_t,dep_ta_t,rd_ta_t,mdr_t,fa_ta_t,mb_t,bdr_t,abs_t,unabs_t,pot_t,R,Acq Density,Target Density,TNIC 3 years avg,TNIC > 3 years avg
1006,375289020,820484,367609,Public,100,100,,100,11-05-1993,Shawmut National Corp,Gateway Financial Corp,6021,6036,152,Merger,SHARES,Stock Only,1,Friendly,11.32,19.16,-5.67,375289020,0.03012266,-0.002627478,-0.026814055,-0.068058766,-0.042302806,-0.022678241,-0.136132941,-0.146863908,-0.083406538,-0.082326271,-0.042776786,1.191578984,1.191578984,5501,82048410,12053,820484103,SHAWMUT NATIONAL CORP,25288.297,,300.798,2023.858,,,I,6020,,0.003065292,1700.202026,,0,0.783095896,0.013307974,0.317033887,0.242732629,0.289956599,,0.783095896,16942,36760910,12053,367609104,GATEWAY FINANCIAL CORP,,,,,,I,,44.54999924,,,0,,,,,,0,,,,,
1007,376168020,917292,479709,Public,100,100,,100,11-11-1993,"USBANCORP Inc,Johnstown, Pennsylvania","Johnstown Savings Bank, Johnstown,PA",6021,6035,43.41,Merger,HYBRID,Cash and Stock Combination,1,Friendly,22.32,48.8,40.6,376168020,-0.042761013,-0.048240308,-0.061331782,-0.023256145,-0.05792135,-0.031059656,0.258278906,0.281137884,0.248574451,0.258753836,0.113547802,1.488000035,1.488000035,17269,03074A10,12053,03074A102,AMERISERV FINANCIAL INC/PA,,,,,,,A,6020,,,65.12000275,,,0,,,,,,0,16905,47970910,12053,479709107,JOHNSTOWN SVGS BANK FSB/PA,,,,,,I,,16.97500038,,,0,,,,,,0,,,,,
1008,376232020,335833,74155T,Public,100,100,,100,11-11-1993,First Northern Savings Bank SA,"Prime Federal Bank FSB, De Pere, Wisconsin",6035,6035,19,Merger,SHARES,Stock Only,1,Friendly,43,2.38,2.38,376232020,0.028383285,0.011166233,-0.000652883,0.039053086,-0.001172746,0.024302112,-0.056310762,0.062716231,0.071135551,0.074461721,0.164713398,1.023809552,1.023809552,16852,33583210,12053,335832101,FIRST NORTHERN CAPITAL CORP,,,,,,,I,6036,,,41.65800095,,,0,,,,,,0,21377,74155T10,11961,74155T104,PRIME FEDERAL BANK FSB/WI,,,,,,I,,8.652750015,,,0,,,,,,0,,,,,
1009,376256020,585509,261885,Public,100,100,,100,11-11-1993,"Mellon Bank Corp,Pittsburgh, Pennsylvania",Dreyfus Corp,6021,6022,1848.3,Merger,SHARES,Stock Only,1,Friendly,50.5,22.05,30.32,376256020,-0.026188359,-0.027681347,0.000738748,0.007317806,0.010766607,0.034370098,0.144643188,0.131073251,0.131580085,0.117914431,0.13453418,1.220543861,1.220543861,7238,58551A10,12053,58551A108,MELLON FINANCIAL CORP,31574,823,714,2972,,,I,6020,,0.015582441,2913.037354,,0,0.530914664,0.013713815,0.211884379,0.104421362,0.276917905,,0.530914664,4079,26188510,12053,261885107,DREYFUS CORP,872.621,651.452,334.447,50.353,,I,0.162747622,1518.223511,0.008877852,0,0.000948236,0.058129475,1.741494298,0.001651347,,,0.000948236,,,,,
1010,377324020,820484,192475,Public,100,100,,100,11/18/1993,Shawmut National Corp,"Cohasset Savings Bank, Cohasset,Massachusetts",6021,6036,16.05,Merger,CASHO,Cash Only,1,Friendly,16,43.82,48.84,377324020,-0.025255129,0.025181906,0.02807506,0.015084333,-0.054051116,-0.020027371,0.165917784,0.208733663,0.169329613,0.221987307,0.187918663,1.438202262,1.438202262,5501,82048410,12053,820484103,SHAWMUT NATIONAL CORP,25288.297,,300.798,2023.858,,,I,6020,,0.003065292,1700.202026,,0,0.783095896,0.013307974,0.317033887,0.242732629,0.289956599,,0.783095896,16783,19247510,12053,192475101,COHASSETT SAVINGS BANK/MA,,,,,,I,,6.770249844,,,0,,,,,,0,,,,,
1011,377381020,686857,26496,Public,100,100,,100,11/18/1993,OrNda HealthCorp,American Healthcare Management Inc,8062,8011,403.1,Merger,HYBRID,Cash and Stock Combination,1,Friendly,8.7,45,39.2,377381020,-0.115033396,-0.212714419,-0.144996375,-0.183494329,-0.18400766,-0.195241123,0.138477474,0.122820988,0.098826945,0.104054242,0.128381312,1.450000048,1.450000048,14104,68685710,11931,686857103,ORNDA HEALTHCORP,684.49,8.746,-67.838,496.265,,,I,8062,,-0.054601241,145.4434967,0.026866719,0,0.745289743,0.596581399,0.856134474,0.621735871,,0.459959626,0.745289743,1472,2649620,12053,26496208,AMER HEALTHCARE MGMT,337.836,-10.478,313.197,2.943,,I,0.074465126,135.3650055,0.051223077,0,0.538763762,0.794124961,0.868714452,0.468031853,,0.02099373,0.538763762,,,,,
1012,377561020,218695,453378,Public,100,100,,100,11/19/1993,"CoreStates Financial Corp, Philadelphia,Pennsylvania","Independence Bancorp Inc, Perkasie,Pennsylvania",6022,6022,463,Merger,SHARES,Stock Only,1,Friendly,40.5,33.88,50,377561020,-0.053474132,-0.044812854,-0.035127684,-0.043173451,-0.046322789,-0.057417236,0.283324003,0.28107965,0.246872023,0.231209069,0.127509981,1.338842988,1.338842988,3527,21869510,12053,218695104,CORESTATES FINANCIAL CORP,23699.098,,1096.961,2133.869,,,I,6020,,0.016442144,3336.100098,,0,0.476073891,0.014479032,0.268681169,0.127912089,0.331111223,,0.476073891,11892,45337810,12053,453378101,INDEPENDENCE BANCORP/PA,2726.909,95.009,223.069,,,I,0.0032524,321.7934875,,0,0.420615226,0.013146753,0.203675836,0.08566916,0.262869328,,0.420615226,,,,,
1013,377667020,319455,510702,Public,100,100,,100,8/25/1993,"First Chicago Corp,Illinois",Lake Shore Bancorp Inc,6021,6021,307.26,Merger,SHARES,Stock Only,1,Friendly,31.1,35.22,36.7,377667020,-0.013129329,-0.020819301,-0.028272705,-0.02061647,-0.032019645,-0.056454968,0.185376465,0.18721965,0.203589991,0.214790344,0.109265983,1.352173924,1.352173924,4689,31945510,12053,319455101,FIRST CHICAGO CORP,49281,,722,4357.798,,,I,6020,,-0.004060389,3025.664307,,0,0.809246719,0.012033035,0.335436881,0.260465503,0.239845902,,0.809246719,16911,51070210,12053,510702103,LAKESHORE BANCORP INC/IL,1151.176,,,,,I,0.013342009,228.7809753,,0,0,,0.198736742,0,,,0,,,,,
1014,378845020,210306,619848,Public,100,100,,100,11-04-1993,Consorcio G Grupo Dina'l'ads,Motor Coach Industries International Inc,3711,3743,334.64,Merger,OTHER,Other,1,Friendly,16.72,42.3,39.33,378845020,-0.011119149,-0.083802983,-0.094540864,-0.005565293,-0.016200973,-0.010494858,,,,,,1.422978759,1.422978759,28017,21030640,12053,210306403,CONSORCIO G GRUPO DINA SA,479.552,0,122.554,777.812,9.545,,I,3711,12142,0.249997914,,0.014680368,0,1,0.245385274,0.417739898,0.417739898,0.07919009,0.432633996,1,28695,61984810,12053,619848104,MOTOR COACH INDS INTL  -COM,371.606,,452.757,,2.887,I,-0.027397297,,0.03409525,0.007768981,1,0.208527312,0.098991945,0.098991945,0.111735433,0.035691306,1,,,,,
1015,379171020,686857,866064,Public,100,100,,100,12-02-1993,OrNda HealthCorp,Summit Health Ltd,8062,8062,350.83,Merger,UNKNOWN,Unknown,1,Friendly,8.25,22.22,13.79,379171020,0.158499151,0.170876086,0.136148393,0.093639061,0.093611836,0.127013758,0.064927012,0.082761109,0.079707108,0.085219152,0.053655818,1.222222209,1.222222209,14104,68685710,11931,686857103,ORNDA HEALTHCORP,684.49,8.746,-67.838,496.265,,,I,8062,,-0.054601241,145.4434967,0.026866719,0,0.745289743,0.596581399,0.856134474,0.621735871,,0.459959626,0.745289743,10144,86606410,11869,866064108,SUMMIT HEALTH LTD,353.568,46.656,452.319,5.62,,I,0.093676463,164.1464996,0.037729658,0,0.400357276,0.52903825,0.77422303,0.309965819,,0.191079333,0.400357276,,,,,
1016,379449020,776493,30762C,Public,100,100,,100,12-03-1993,"Roosevelt Financial Group Inc, Chesterfield,Missouri",Farm & Home Financial Corp,6035,6036,243.6,Merger,SHARES,Stock Only,1,Friendly,27.77,44.26,53.21,379449020,-0.031438585,-0.035744991,-0.039541844,-0.033660483,-0.041209269,-0.051988587,0.352193773,0.345875323,0.334821731,0.283255905,0.235442162,1.442597389,1.442597389,17167,77649310,12053,776493108,ROOSEVELT FINANCIAL GROUP,2585.218,,60.583,167.963,,,I,6035,,0.009698215,166.1947327,,0,0.835076928,0.005007314,0.389797181,0.325510651,0.108648926,,0.835076928,16231,30762C10,12053,30762C108,FARM & HOME SAVINGS ASSN,,,,,,I,,98.75249481,,,0,,,,,,0,,,,,
1017,379797020,911805,117412,Public,68,100,32,100,12-07-1993,US Energy Corp,Brunton Co,1311,3829,1.05,Merger,SHARES,Stock Only,1,Friendly,0.19,,,379797020,-0.009852072,-0.105762802,-0.11943987,-0.172868863,-0.110617675,-0.074853495,,,,,,,,10938,91180510,12204,911805109,U S ENERGY CORP/WY,24.037,0,2.185,8.233,,0,A,1311,,-0.005865957,19.79877663,0.042392977,0,0.084736452,0.677705228,0.899936616,0.076257437,0.280456692,0.301507533,0.084736452,2446,11741210,8400,117412106,BRUNTON CO,1.65,0.638,1.126,,0.031,I,-0.008484849,,0.041212123,0.018787878,1,0.363030314,0.248484865,0.248484865,0.472468913,0.61944443,1,,,,,
1018,380156020,05527L,502159,Public,100,100,,100,12-08-1993,BB&T Financial Corp,LSB Bancshares Inc of South Carolina,6022,6022,122.76,Merger,SHARES,Stock Only,1,Friendly,39.51,39.86,35.08,380156020,0.031894673,0.030266775,0.022013033,0.01685814,0.024215978,0.010746522,0.13365154,0.138060093,0.150798872,0.138562709,0.17145361,1.398584127,1.398584127,2360,05527L10,12053,05527L106,BB&T FINANCIAL CORP,6691.48,,310.395,580.613,,,I,6020,,0.016215695,838.6950073,,0,0.453732759,0.012408017,0.229444012,0.104106262,0.243564993,,0.453732759,18760,50215910,12053,502159106,L S B BANCSHARES INC/SC,,,,,,I,,49.59375,,,0,,,,,,0,,,,,
1019,381063020,918204,67060L,Public,100,100,,100,12/13/1993,VF Corp,Nutmeg Industries Inc,2321,2389,325.5,Merger,CASHO,Cash Only,1,Friendly,17.5,19.66,34.62,381063020,0.048315324,0.04043543,-0.005587029,0.020174883,0.03376409,0.038150262,0.290642679,0.294949204,0.313941985,0.298710346,0.198592782,1.196581244,1.196581244,11060,91820410,12053,918204108,VF CORP,2712.38,554.703,793.116,3824.449,187.819,,A,2320,,0.164741307,3169.386719,0.03992103,0,0.230179191,0.26216349,1.541430354,0.34938246,0.206916869,0.126198456,0.230179191,13364,67060L10,12084,67060L109,NUTMEG INDUSTRIES INC,106.719,27.015,159.989,2.554,,I,0.166090384,201.3397522,0.029132582,0,0,0.200254872,1.886634588,0,0.208539337,0.16382888,0,,,,,
1020,381422020,607498,860371,Public,100,100,,100,12/16/1993,Modami Services Inc,Stewart Foods Inc,2024,2099,3.5,Merger,CASHO,Cash Only,1,Friendly,,,,381422020,-0.050203647,-0.0339153,0.036853313,-0.029383935,-0.187386617,-0.130495951,,,,,,,,24903,3.81E+033,11931,03814E307,APPLETREE COMPANIES INC,4.256,0.16,-1.07,0,,,I,2030,11971,-0.22344926,11.46612453,0,0,0,0.114191726,2.694108248,0,,17.59375,0,10087,86037110,11869,860371103,STEWART FOODS INC,10.866,-2.686,26.819,,,I,-0.263574451,7.973999977,0.079514079,0,0.313059956,0.387723178,1.068286419,0.334437698,0.515716493,0.033178788,0.313059956,,,,,
1021,382165020,758934,141649,Public,100,100,,100,12/21/1993,Regency Health Services Inc,Care Enterprises Inc,8051,8051,120,Merger,SHARES,Stock Only,1,Friendly,8.96,49.33,37.85,382165020,-0.036757663,0.000456579,0.06529963,0.112624519,0.10109733,0.09281522,0.383856744,0.357942581,0.421678722,0.317641765,0.255269945,1.49333334,1.49333334,25435,75893410,11869,758934103,REGENCY HEALTH SERVICES INC,68.805,,-0.732,81.447,,,I,8051,11865,0.089237697,41.89899826,0.025841145,0,0.37746644,0.496475548,0.9781847,0.36923188,0.171141967,0.159513324,0.37746644,2759,14164930,12053,141649301,CARE ENTERPRISES,110.548,7.899,192.048,,,I,0.114068098,36.36050034,0.047942974,0,0.526472747,0.62566489,0.694598734,0.365687311,,0.173417151,0.526472747,,,,,
1022,383035020,471171,247834,Priv.,100,100,,100,12/28/1993,Jason Inc,Deltak Corp,3625,3443,30,Merger,CASHO,Cash Only,1,Friendly,,,,383035020,0.013739503,0.05880028,0.024134465,0.102561235,0.020060435,0.07568302,,,,,,,,13417,47117110,12053,471171108,JASON INC,111.953,,22.598,206.977,,,I,2200,10028,0.121122263,122.4824677,0.066313542,0,0.254612237,0.320911467,1.467762947,0.373710394,0.151461273,0.027492706,0.254612237,3857,24783410,10896,247834104,DELTAK CORP,24.844,7.297,47.25,,,I,0.121518269,16.18650055,0.023345677,0,0.147023946,0.209507331,0.763826311,0.112300754,0.096571431,0.75768882,0.147023946,,,,,
1023,383324020,14074H,101122,Public,100,100,,100,12/29/1993,Capucino's Inc,Boston Restaurant Associates Inc,5812,5812,7.345,Merger,SHARES,Stock Only,1,Friendly,,,,383324020,0.226008102,0.29175505,0.27301091,-0.07431291,0.07710699,-0.279507548,0.07710699,-0.07431291,0.27301091,0.29175505,0.226008102,,,20901,10112210,12173,101122109,BOSTON RESTAURANT ASSOC INC,4.18,,-6.87,5.833,0.151,0,I,5812,11016,-0.359808624,3.940428257,0.080143541,0,0.070747577,0.337320566,1.014456511,0.07177034,0.742156684,0.738714099,0.070747577,20901,10112210,12173,101122109,BOSTON RESTAURANT ASSOC INC,4.18,-6.87,5.833,0.151,0,I,-0.359808624,3.940428257,0.080143541,0,0.070747577,0.337320566,1.014456511,0.07177034,0.742156684,0.738714099,0.070747577,,,,,
1024,383328020,868536,962004,Public,91.1,100,8.9,100,12/29/1993,SuperValu Inc,Wetterau Properties Inc,5411,6798,28.4,Merger,OTHER,Other,1,Friendly,22,28.47,15.79,383328020,-0.004081517,-0.032285664,-0.00541638,-0.007233035,0.037622724,0.072484627,0.113382488,0.099799201,0.050460953,0.01050243,0.0000709,1.284671545,1.284671545,10190,86853610,12112,868536103,SUPERVALU INC,4064.189,436.215,1144.374,12568,,0,A,5411,,0.085056089,2310.873779,0.03211268,0,0.41899842,0.340594649,0.978644609,0.410050571,0.059079487,0.001337328,0.41899842,14300,96200410,12053,962004107,WETTERAU PROPERTIES INC,99.61,0.659,13.266,,0,I,0.103935346,24.56999969,0,0,0.786552012,0,1.155626893,0.908944845,,0.162730634,0.786552012,,,,,
1025,383680020,224399,570385,Public,86.88,100,13.1,100,01-03-1994,Crane Co,Mark Controls Corp,3492,3491,90.408,Merger,CASHO,Cash Only,3,Hostile,19.5,,,383680020,0.038658783,0.052118775,0.011597255,0.03117975,0.008194689,-0.012783499,,,,,,,,3580,22439910,12053,224399105,CRANE CO,630.211,,226.142,1306.977,,19.2,A,3490,,0.084341593,707.7576904,0.0376366,0.030465988,0.178038761,0.258937091,1.366303802,0.243255034,0.143652111,0.28216961,0.178038761,7044,57038510,9861,570385104,MARK CONTROLS CORP-OLD,116.082,31.086,262.72,,4.401,I,0.056589309,37.72000122,0.047767956,0.037912853,0.345763594,0.157285362,0.66625315,0.171732053,0.286004096,0.05016011,0.345763594,,,,,
1026,384023020,465823,580471,Public,100,100,,100,01-05-1994,IVAX Corp,McGaw Inc,2834,2834,428.52,Merger,SHARES,Stock Only,1,Friendly,15.23,45.07,52.32,384023020,0.004917775,-0.01983656,-0.005842903,0.012966887,0.017420247,0.022876682,0.455522507,0.476412803,0.456390232,0.460744828,0.400441319,1.45047617,1.45047617,14446,46582310,12053,465823102,IVAX CORP,503.997,144.482,27.018,451.033,,19.534,I,2834,,0.129383713,1965.892456,0.029930733,0.03875817,0.065970071,0.176401839,4.176101208,0.275497675,0.284886032,0.457231969,0.065970071,27964,58047110,12053,580471100,MCGAW INC  -CL A,283.817,-16.27,309.449,,11.631,I,0.047100771,,0.084554486,0.04098063,1,0.459591925,0.868802786,0.721172452,0.317212194,0.028429918,1,,,,,
1027,384469020,42221H,293932,Priv.,100,100,,100,01-07-1994,HealthTrust Inc-The Hospital Co,EPIC Healthcare Group Inc,8063,8062,1004,Merger,CASHO,Cash Only,1,Friendly,,,,384469020,-0.012074572,-0.004857993,0.018470593,0.004592152,0.070062347,0.109001525,,,,,,,,14987,42221H10,11931,42221H107,HEALTHTRUST INC-THE HSPTL CO,2379.703,176.676,-291.17,2265.265,,,I,8062,11668,0.121540375,1280.711304,0.053581897,0,0.464003265,0.653089046,1.004075408,0.465894282,,0.509487212,0.464003265,20768,29393210,11961,293932109,EPIC HEALTHCARE GROUP INC,770.786,-128.58,941.266,,,I,0.060606964,,0.06445758,0,1,0.696295738,0.613743603,0.613743603,,0.441700995,1,,,,,
1028,384598020,302426,874055,Public,100,100,,100,01-10-1994,FHP International Corp,TakeCare Inc,8011,8011,1033,Merger,HYBRID,Cash and Stock Combination,2,Friendly,80,53.11,44.14,384598020,0.054131027,0.054880109,0.05198304,0.088137902,0.062067267,0.089286603,0.015087437,0.029487936,0.064340554,0.079820737,0.104732446,1.531100512,1.531100512,13779,30242610,12234,302426101,FHP INTERNATIONAL CORP,745.684,6.015,140.405,2005.854,17.018,,I,6324,9679,0.097334795,894.7810059,0.03922439,0,0.025353545,0.464416564,1.231160879,0.031214295,0.134429023,0.597345769,0.025353545,23761,87405510,12053,874055106,TAKECARE INC,336.386,57.713,620.445,5.824,,I,0.140231758,483.9819946,0.013225878,0,0.067983866,0.02354438,1.543717623,0.104947887,,0.899054945,0.067983866,,,,,
1029,384775020,316773,230626,Public,100,100,,100,01-11-1994,"Fifth Third Bancorp, Cincinnati,Ohio","Cumberland Federal Bancorp, Louisville,KY",6022,6035,137.5,Merger,SHARES,Stock Only,1,Friendly,57,40.31,34.12,384775020,-0.020039041,-0.017029313,-0.009922409,-0.014847334,-0.012771748,-0.02355516,0.207418904,0.21221514,0.207660735,0.225887999,0.214268163,1.403076887,1.403076887,4640,31677310,12053,316773100,FIFTH THIRD BANCORP,10213.297,56.553,670.823,894.513,,,A,6020,,0.023465097,3230.926025,,0,0.314723611,0.011813032,0.461631358,0.145286292,0.191987142,,0.314723611,16806,23062610,12053,230626103,CUMBERLAND FEDERAL BANCORP,,,,,,I,,63.47000122,,,0,,,,,,0,,,,,
1030,385403020,862110,74460N,Public,100,100,,100,1/14/1994,Storage Equities Inc,Public Storage Properties VIII Inc,6798,6512,58.34,Merger,UNKNOWN,Unknown,1,Friendly,22.16,15.12,21.42,385403020,-0.00605514,0.015717397,0.011968145,0.032474641,0.019028008,0.007090306,0.036456134,0.02701265,0.024145393,0.026656244,0.022421742,1.151168823,1.151168823,10096,74460D10,12053,74460D109,PUBLIC STORAGE,401.719,0,-16.677,69.343,1.079,0,A,6798,,0.05737095,153.6706238,0,0,0.258863717,0,0.629717827,0.1336108,,,0.258863717,23784,74460N10,12053,74460N107,PUB STRG PPTYS VIII  -SER A,29.238,-8.509,8.619,,0,I,0.133011833,37.52024841,0,0,0.042123806,0,1.339703441,0.056433409,,,0.042123806,,,,,
1031,385561020,337358,59451,Public,100,100,,100,1/17/1994,"First Union Corp,Charlotte, North Carolina",BancFlorida Financial Corp,6021,6111,108.46,Merger,SHARES,Stock Only,1,Friendly,30,49.07,49.07,385561020,0.016425889,-0.003878737,-0.038101807,-0.010997054,-0.0036881,0.024422228,0.275183529,0.282627821,0.299287945,0.299361914,0.308354497,1.490683198,1.490683198,4739,92990310,12053,929903102,WACHOVIA CORP,51326.699,994.661,2209.346,4354.505,,,I,6020,,0.014070493,5935.268555,,0,0.551188707,0.022090551,0.258267343,0.142014787,0.267734915,,0.551188707,7641,5945110,11961,59451104,BANCFLORIDA FINANCIAL CORP,1492.597,-5.102,,,,I,0.011263589,30.48074913,,0,0,0.023947522,0.032876756,0,,,0,,,,,
1032,385686020,493482,352078,Public,100,100,,100,1/18/1994,"Keystone Financial Inc, Harrisburg,Pennsylvania",Frankford Corp,6021,6022,131.5,Merger,SHARES,Stock Only,1,Friendly,42,40,38.84,385686020,-0.056661289,-0.05219622,-0.034774289,-0.033506796,-0.05270974,-0.046466734,0.201580673,0.235478759,0.238569036,0.21992147,0.201498106,1.399999976,1.399999976,11852,49348210,12053,493482103,KEYSTONE FINANCIAL INC,3071.107,0,195.638,265.023,,,I,6020,,0.01583631,468.8598938,,0,0.318057567,0.014181206,0.223872334,0.07120429,0.237711444,,0.318057567,16874,35207810,12053,352078109,FRANKFORD CORP,,,,,,I,,75.08462524,,,0,,,,,,0,,,,,
1033,385722020,14617,28606,Public,100,100,,100,1/18/1994,Alexander Energy Corp,American Natural Energy Corp,1311,1311,27.87,Merger,SHARES,Stock Only,1,Friendly,8.5,36,47.83,385722020,-0.020469412,0.068083107,-0.00112312,0.005719523,-0.035158377,-0.099686652,0.064626589,0.155123755,0.032526433,0.084470592,-0.021502152,1.360000014,1.360000014,1255,1461720,12053,14617203,ALEXANDER ENERGY CORP,50.936,0,-2.643,10.436,,,I,1311,,0.046646774,14.40324974,0.066573739,0,0.55323869,0.856447279,0.653550506,0.35016492,0.171425834,0.074509449,0.55323869,26685,2860610,12053,28606101,AMERICAN NATURAL ENERGY CORP,13.309,0,6.197,,,I,0.080546997,,0.103013001,0,1,0.841385543,0.620181859,0.593132496,0.234306917,0.018618215,1,,,,,
1034,385729020,786678,124834,Public,100,100,,100,1/18/1994,Sage Technologies Inc,"CBM, Incorporated",3669,5734,4.04,Acq. of Assets,HYBRID,Cash and Stock Combination,1,Friendly,,,,385729020,-0.054218825,-0.069322668,-0.118021898,-0.109599173,-0.179764643,-0.242888287,,,,,,,,24639,03069V10,12053,03069V103,AMERIDATA TECHNOLOGIES INC,9.91,2.974,-0.589,6.422,,,I,5045,,0.00554995,24.07624817,0.015640767,0,0.049393442,0.03097881,2.55572629,0.126236126,0.399408281,0.211039677,0.049393442,2528,12483410,8035,124834102,CBM INC,0.13,-1.969,2.525,,,I,-5.838461399,0.285250008,0.046153847,0,0.424028248,0.223076925,3.809615374,1.615384579,,0.000662691,0.424028248,,,,,
1035,386218020,224399,284452,Public,100,100,,100,02-11-1994,Crane Co,Eldec Corp,3492,3679,74.12,Merger,CASHO,Cash Only,1,Friendly,13,100,33.33,386218020,0.036137752,0.089229271,0.059038728,0.064001277,0.077701151,0.079280719,0.247693911,0.282036304,0.244746909,0.287709385,0.252452403,2,2,3580,22439910,12053,224399105,CRANE CO,630.211,,226.142,1306.977,,19.2,A,3490,,0.084341593,707.7576904,0.0376366,0.030465988,0.178038761,0.258937091,1.366303802,0.243255034,0.143652111,0.28216961,0.178038761,12360,28445210,12143,284452109,ELDEC CORP,112.235,52.866,108.415,,13.056,I,0.035550408,33.81600189,0.059019022,0.116327345,0.425054401,0.385423452,0.524043322,0.222746909,0.376663744,0.9084723,0.425054401,,,,,
1036,386224020,421941,606460,Public,100,100,,100,1/20/1994,Health o meter Products Inc,Mr. Coffee Inc,3841,3634,134.317,Merger,CASHO,Cash Only,1,Friendly,15.5,51.22,39.33,386224020,0.039439138,0.01950003,0.020851679,-0.005421163,-0.153539613,-0.187991321,0.197961509,0.220499277,0.263051361,0.244711861,0.188279077,1.51219511,1.51219511,25046,82667N10,12053,82667N101,SIGNATURE BRANDS USA INC,56.373,,-2.443,52.879,4.185,0.368,I,3634,11764,0.032763913,42.84199905,0.039540205,0.006527948,0.260605454,0.207528427,1.027832508,0.267858744,0.26662758,0.084644541,0.260605454,22087,60646010,12053,606460103,MR COFFEE INC,120.786,-1.739,169.01,15.29,,I,0.098049439,69.13562775,0.040004637,0,0.346832037,0.068799362,0.876315355,0.303934246,0.223318145,0.095935367,0.346832037,,,,,
1037,386684020,902917,293943,Public,100,100,,100,1/24/1994,USA Waste Services Inc,Envirofil Inc,4953,8741,136.1,Merger,SHARES,Stock Only,1,Friendly,2.9,,,386684020,0.04920933,0.10753829,0.18027389,0.206537381,0.224958211,0.177139521,-0.007269781,-0.083744995,-0.0963801,-0.016190877,-0.038927287,,,14477,94106L10,12053,94106L109,WASTE MANAGEMENT INC,109.996,,9.561,52.236,,,A,4953,10380,0.136132225,152.4095001,0.043892507,0,0.245013505,0.526555538,1.835253119,0.449661791,0.152710781,1.07435894,0.245013505,18950,29394320,12234,293943205,ENVIROFIL INC,22.059,-9.845,4.813,,,I,-0.428441882,86.63400269,0.042250328,0,0.016159987,0.507049263,4.385828972,0.064508818,0.766258061,0.972903252,0.016159987,,,,,
